userid;answerid;scenario;intent;status;answer_annotation;notes;suggested_entities;answer_normalised;answer;question
;352;general;negate;;i think that was not the right answer.;;;;i think that was not the right answer.;
;353;general;negate;;hmm, not correct.;;;;hmm, not correct.;
;354;general;negate;;sorry but you had me not correct.;;;;sorry but you had me not correct.;
;355;general;negate;;you've done the task incorrectly.;;;;you've done the task incorrectly.;
;356;general;negate;;do it some other way.;;;;do it some other way.;
;357;general;negate;;i am sorry but that's not the right response.;;;;i am sorry but that's not the right response.;
;358;general;negate;;it isn't what i am searching for.;;;;it isn't what i am searching for.;
;359;general;negate;;no, i did not ask for that.;;;;no, i did not ask for that.;
;360;general;negate;;that's not what i said.;;;;that's not what i said.;
;361;general;negate;;sorry but this was not the right response.;;;;sorry but this was not the right response.;
;362;general;negate;;i think you are wrong.;;;;i think you are wrong.;
;363;general;negate;;you didn't understand what i was looking for.;;;;you didn't understand what i was looking for.;
;364;general;negate;;you messed up with.;;;;you messed up with.;
;365;general;negate;;sorry but it is wrong.;;;;sorry but it is wrong.;
;366;general;negate;;it must be some mistakes.;;;;it must be some mistakes.;
;367;general;negate;;no i didn't mean that.;;;;no i didn't mean that.;
;368;general;negate;;i think you've understood me wrong.;;;;i think you've understood me wrong.;
;369;general;negate;;i think you've done a task in wrong manner.;;;;i think you've done a task in wrong manner.;
;370;general;negate;;i think olly's command is incorrect.;;;;i think olly's command is incorrect.;
;371;general;negate;;i think you made some mistake, please check it.;;;;i think you made some mistake, please check it.;
;372;general;negate;;it seems like the answer was not correct.;;;;it seems like the answer was not correct.;
;373;general;negate;;stop that that's not what i want.;;;;stop that that's not what i want.;
;374;general;negate;;you don't understand what i was searching for.;;;;you don't understand what i was searching for.;
;375;general;negate;;i think the response was incorrect.;;;;i think the response was incorrect.;
;376;general;negate;;thanks but you do not get answer correctly.;;;;thanks but you do not get answer correctly.;
;377;general;negate;;i am sorry but it's not the correct answer.;;;;i am sorry but it's not the correct answer.;
;378;general;negate;;thanks but this is not the right response.;;;;thanks but this is not the right response.;
;379;general;negate;;i think you did task wrong.;;;;i think you did task wrong.;
;380;general;negate;;nope, i think you've done the task all wrongly.;;;;nope, i think you've done the task all wrongly.;
;381;general;negate;;you do not get what i wanted.;;;;you do not get what i wanted.;
;382;general;negate;;sorry but i think you've gottten that wrongly.;;;;sorry but i think you've gottten that wrongly.;
;383;general;negate;;uh no, you gave me not correct information.;;;;uh no, you gave me not correct information.;
;384;general;negate;;no, it is not what i just requested.;;;;no, it is not what i just requested.;
;385;general;negate;;sorry but i think you are not right.;;;;sorry but i think you are not right.;
;386;general;negate;;uhh no, that's not what i was searching for.;;;;uhh no, that's not what i was searching for.;
;387;general;negate;;i am sorry but i think you messed up.;;;;i am sorry but i think you messed up.;
;388;general;negate;;i am sorry but i think it was not the correct answer.;;;;i am sorry but i think it was not the correct answer.;
;389;general;negate;;nope, this was not what i wanted.;;;;nope, this was not what i wanted.;
;390;general;negate;;sorry but it is not the correct command.;;;;sorry but it is not the correct command.;
;391;general;negate;;thanks but it's not the correct command.;;;;thanks but it's not the correct command.;
;392;general;negate;;sorry but it was not correct.;;;;sorry but it was not correct.;
;393;general;negate;;olly's command is incorrect.;;;;olly's command is incorrect.;
;394;general;negate;;i think that's not the correct response.;;;;i think that's not the correct response.;
;395;general;negate;;sorry but i think you are not correct.;;;;sorry but i think you are not correct.;
;396;general;negate;;oh no, you've done the task wrong.;;;;oh no, you've done the task wrong.;
;397;general;negate;;sorry but you did not get command right.;;;;sorry but you did not get command right.;
;398;general;negate;;i am sorry but you have made a mistake.;;;;i am sorry but you have made a mistake.;
;399;general;negate;;uh no, that isn't what i requested.;;;;uh no, that isn't what i requested.;
;400;general;negate;;no that's not what i said.;;;;no that's not what i said.;
;401;general;negate;;no, you did all wrongly.;;;;no, you did all wrongly.;
;402;general;negate;;wrong.;;;;wrong.;
;403;general;negate;;please modify that command.;;;;please modify that command.;
;404;general;negate;;i think it is not correct response.;;;;i think it is not correct response.;
;405;general;negate;;you did not give the correct information that i asked for.;;;;you did not give the correct information that i asked for.;
;406;general;negate;;shit, it is not what i was searching for.;;;;shit, it is not what i was searching for.;
;407;general;negate;;i am sorry but i think you are not correct.;;;;i am sorry but i think you are not correct.;
;408;general;negate;;i think you did task all wrongly.;;;;i think you did task all wrongly.;
;409;general;negate;;i am sorry but you have messed up my command.;;;;i am sorry but you have messed up my command.;
;410;general;negate;;nope.;;;;nope.;
;411;general;negate;;uhh no, that isn't what i was looking for.;;;;uhh no, that isn't what i was looking for.;
;412;general;negate;;i am sorry but i think you messed up with.;;;;i am sorry but i think you messed up with.;
;413;general;negate;;that's not the right answer.;;;;that's not the right answer.;
;414;general;negate;;you've done a task wrong.;;;;you've done a task wrong.;
;415;general;negate;;oops, it is not the correct answer.;;;;oops, it is not the correct answer.;
;416;general;negate;;shit, i didn't ask for it response.;;;;shit, i didn't ask for it response.;
;417;general;negate;;try again that is not what i am looking for.;;;;try again that is not what i am looking for.;
;418;general;negate;;nope, it's not what i meant.;;;;nope, it's not what i meant.;
;419;general;negate;;sorry but i think you have messed up.;;;;sorry but i think you have messed up.;
;420;general;negate;;it's not the right command.;;;;it's not the right command.;
;421;general;negate;;it's not the correct command.;;;;it's not the correct command.;
;422;general;negate;;nope, that is not what i asked.;;;;nope, that is not what i asked.;
;423;general;negate;;nope, i did not say it.;;;;nope, i did not say it.;
;424;general;negate;;you did all wrongly.;;;;you did all wrongly.;
;425;general;negate;;i think you did mistakes.;;;;i think you did mistakes.;
;426;general;negate;;i am sorry but i think you have messed up with my request.;;;;i am sorry but i think you have messed up with my request.;
;427;general;negate;;this was not the correct response.;;;;this was not the correct response.;
;428;general;negate;;that's not what i meant to say.;;;;that's not what i meant to say.;
;429;general;negate;;i am sorry but that's not the correct response.;;;;i am sorry but that's not the correct response.;
;430;general;negate;;hmm, it is not what i wanted.;;;;hmm, it is not what i wanted.;
;431;general;negate;;i think that is not the right answer.;;;;i think that is not the right answer.;
;432;general;negate;;sorry but this is not the correct answer.;;;;sorry but this is not the correct answer.;
;433;general;negate;;you've got me incorrectly.;;;;you've got me incorrectly.;
;434;general;negate;;sorry but i think it is not the right answer.;;;;sorry but i think it is not the right answer.;
;435;general;negate;;i am sorry but i think that's not the correct answer.;;;;i am sorry but i think that's not the correct answer.;
;436;general;negate;;i didn't ask for that answer.;;;;i didn't ask for that answer.;
;437;general;negate;;oops, i think you didn't get response right.;;;;oops, i think you didn't get response right.;
;438;general;negate;;thanks but that's not the right command.;;;;thanks but that's not the right command.;
;439;general;negate;;uh no, you gave me not right information.;;;;uh no, you gave me not right information.;
;440;general;negate;;oops, you did not get me.;;;;oops, you did not get me.;
;441;general;negate;;please check the command.;;;;please check the command.;
;442;general;negate;;no, i think that's not the right response.;;;;no, i think that's not the right response.;
